code,name,"Agriculture, forestry and fishing",Mining,Manufacturing,"Electricity, gas, water and waste services",Construction,Wholesale trade,Retail trade,Accommodation and food services,"Transport, postal and warehousing",Information media and telecommunications,Finance and insurance services,"Rental, hiring and real estate services","Professional, scientific and technical services",Administrative and support services,Public administration and safety,Education and training,Health care and social assistance,Arts and recreation services,Other services,total,"Agriculture, forestry and fishing",Mining,Manufacturing,"Electricity, gas, water and waste services",Construction,Wholesale trade,Retail trade,Accommodation and food services,"Transport, postal and warehousing",Information media and telecommunications,Finance and insurance services,"Rental, hiring and real estate services","Professional, scientific and technical services",Administrative and support services,Public administration and safety,Education and training,Health care and social assistance,Arts and recreation services,Other services,median_income_per_job
SA2,SA2 NAME,Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Number of jobs ('000),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($),Median employee income per job ($)
107031143,Warilla,0,0.1,0.7,0.1,1.2,0.4,1.4,1,0.6,0.1,0.5,0.2,0.5,1.1,0.9,0.8,1.6,0.2,0.4,12.1,"11,269","99,226","64,235","77,433","39,321","50,272","25,890","12,001","58,194","32,286","30,438","29,098","37,548","14,265","48,058","38,215","33,029","6,192","25,847","31,957"
107041144,Balgownie - Fairy Meadow,0,0.2,0.7,0.1,0.9,0.4,1.3,1.3,0.5,0.2,0.7,0.2,0.9,1.1,1,1.8,1.5,0.3,0.4,14,"11,275","135,867","67,967","104,618","47,094","53,919","16,999","7,862","65,082","57,128","39,645","44,858","47,743","14,869","59,989","45,197","32,509","9,960","24,186","33,514"
107041145,Corrimal - Tarrawanna - Bellambi,0,0.1,0.5,0.1,0.8,0.3,0.8,0.8,0.4,0.1,0.5,0.1,0.6,0.8,0.8,1.2,1.2,0.2,0.3,10.1,"25,181","127,935","66,459","95,217","45,363","56,626","22,257","9,443","74,037","42,962","37,354","38,393","42,915","15,134","55,094","45,988","34,234","10,716","29,602","36,546"
107041146,Figtree - Keiraville,0,0.1,0.7,0.1,0.9,0.3,1.4,1.5,0.4,0.2,0.7,0.2,1.1,1.1,1.1,2.3,1.6,0.3,0.4,15.2,"5,931","134,571","81,700","95,594","49,101","56,036","16,494","6,393","64,093","46,706","41,603","28,611","48,025","12,756","59,653","41,635","33,001","6,738","26,982","32,536"
107041147,Helensburgh,0,0.1,0.3,0,0.7,0.2,0.5,0.3,0.3,0.1,0.3,0.1,0.6,0.4,0.6,0.7,0.7,0.1,0.2,6.7,"5,826","142,678","67,973","119,481","53,757","54,535","19,942","8,105","77,062","60,999","56,173","44,649","56,595","24,000","73,754","41,118","31,283","12,650","36,283","42,862"
107041148,Thirroul - Austinmer - Coalcliff,0,0.1,0.3,0,0.6,0.2,0.5,0.6,0.2,0.2,0.4,0.1,0.8,0.6,0.8,1.4,0.8,0.2,0.2,8.3,"11,885","152,359","78,606","118,600","45,581","63,477","17,542","5,781","76,800","48,490","56,390","51,680","56,139","16,027","64,643","51,922","34,509","10,022","35,816","40,569"
107041150,Woonona - Bulli - Russell Vale,0,0.2,0.7,0.1,1.1,0.4,1,1.1,0.5,0.2,0.7,0.2,1,0.9,1.3,1.9,1.5,0.3,0.4,14,"19,212","145,222","77,010","109,716","50,073","64,280","17,861","6,529","70,719","51,667","41,605","40,183","50,236","16,836","66,779","51,361","35,776","7,482","25,629","39,999"
107041548,Wollongong - East,0,0.1,0.5,0.1,0.5,0.3,1,1.4,0.2,0.1,0.5,0.2,0.9,1,0.7,1.5,1.1,0.3,0.3,11.3,"5,548","120,041","62,000","86,041","49,131","50,162","18,587","8,405","58,922","39,166","37,683","36,272","40,894","11,948","63,305","36,197","29,387","11,937","23,050","27,438"
107041549,Wollongong - West,0,0.1,0.5,0.1,0.6,0.3,1.2,1.4,0.3,0.1,0.5,0.2,0.8,1,0.7,1.5,1.3,0.3,0.3,11.8,"7,277","133,199","59,304","94,087","44,392","46,900","15,158","7,385","53,925","45,442","42,520","30,269","45,935","12,789","53,423","36,799","31,652","7,913","21,486","27,371"
108011151,Bulahdelah - Stroud,0.2,0,0.2,0,0.2,0.1,0.3,0.3,0.2,0,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0,0.1,2.8,"23,356","113,679","44,143","98,098","44,677","42,609","16,855","6,566","44,342","40,535","21,000","20,394","27,522","12,569","60,295","34,109","37,195","4,484","29,150","27,959"
108011152,Forster,0.1,0,0.2,0.1,0.4,0.1,0.9,1.2,0.2,0,0.3,0.2,0.3,0.5,0.5,0.6,1.2,0.1,0.2,7.3,"29,811","86,372","42,850","53,768","34,417","34,152","18,038","10,184","33,942","28,117","17,477","22,070","27,412","14,082","57,998","44,576","36,701","6,626","21,340","25,601"
108011153,Forster-Tuncurry Region,0.1,0,0.1,0,0.3,0.1,0.4,0.4,0.1,0,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0,0.1,3.3,"17,825","105,367","38,736","47,583","27,090","36,833","17,110","9,161","45,248","66,369","20,696","19,642","25,742","18,866","54,084","39,220","31,773","2,331","18,387","24,291"
108011154,Tuncurry,0,0,0.1,0,0.2,0.1,0.3,0.5,0.1,0,0.1,0.1,0.1,0.2,0.2,0.2,0.5,0,0.1,2.7,"11,827","124,666","45,624","56,046","30,714","40,421","21,621","10,552","38,065","15,423","15,613","28,107","35,293","11,970","54,651","36,105","36,549","5,528","20,105","25,158"
108021155,Kempsey,0.1,0,0.3,0.1,0.5,0.2,0.9,0.8,0.3,0,0.3,0.1,0.2,0.6,0.5,0.6,1.3,0.1,0.2,7.4,"15,912","39,549","46,289","72,219","32,453","40,768","24,053","7,155","32,934","12,792","20,016","12,534","32,157","21,165","62,844","40,376","35,114","4,109","22,337","28,977"
108021156,Kempsey Region,0.2,0,0.2,0.1,0.4,0.1,0.4,0.6,0.2,0,0.2,0.1,0.2,0.4,0.3,0.5,0.7,0.1,0.1,5.1,"14,833","78,533","49,836","74,393","35,971","35,708","20,090","8,589","33,610","41,105","25,747","5,829","32,052","18,216","55,460","35,419","32,125","4,973","27,313","27,125"
108021157,Macksville - Scotts Head,0,0,0.1,0,0.2,0.1,0.3,0.3,0.1,0,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0,0.1,2.7,"11,328","73,166","33,889","71,479","28,918","25,468","20,720","9,130","27,462","14,765","18,555","29,777","31,318","13,754","48,875","41,032","31,854","9,120","15,093","25,353"
108021158,Nambucca Heads,0,0,0.1,0,0.2,0.1,0.3,0.4,0.1,0,0.1,0.1,0.1,0.2,0.1,0.3,0.5,0,0.1,3.1,"13,145","71,684","27,288","88,484","29,688","29,390","23,488","7,714","31,500","44,391","14,811","29,277","27,943","10,794","40,043","35,481","31,436","6,025","14,386","22,750"
108021159,Nambucca Heads Region,0.1,0,0.2,0,0.3,0.1,0.4,0.5,0.2,0,0.2,0.1,0.2,0.3,0.3,0.5,0.6,0,0.2,4.4,"9,313","54,061","33,698","63,781","27,177","24,966","19,774","7,017","29,372","29,537","21,817","14,912","34,202","17,073","46,976","43,063","32,872","4,429","18,988","24,840"
108021160,South West Rocks,0,0,0.1,0,0.2,0,0.3,0.4,0.1,0,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0,0.1,2.6,"12,803","100,000","34,804","37,163","35,452","38,987","16,027","8,920","26,904","12,441","26,888","36,130","34,494","16,703","65,824","40,840","33,933","5,683","15,947","25,500"
108031161,Lord Howe Island,0, np ,0, np ,0, np ,0,0.2,0, np ,0, np ,0,0,0.1,0,0, np ,0,0.4,928,np,"4,895",np,"8,506",np,"31,241","22,592","11,662",np,"4,646",np,"63,094","1,586","40,075","27,413","13,899",np,"5,680","17,702"
108041162,Laurieton - Bonny Hills,0.1,0,0.4,0.2,0.8,0.2,0.9,0.9,0.3,0.1,0.4,0.2,0.3,0.5,0.5,0.9,1.2,0.1,0.3,8.9,"21,393","84,564","38,031","90,422","35,555","43,491","20,020","8,137","35,852","35,705","16,853","24,714","33,699","16,626","50,126","47,509","33,593","2,581","22,422","28,476"
108041163,Port Macquarie - East,0.1,0.1,0.6,0.5,1.1,0.4,1.9,2,0.4,0.2,0.7,0.4,0.8,1.1,1.1,2.1,2.5,0.3,0.5,17.7,"13,709","79,486","37,874","107,527","33,942","43,755","18,829","8,520","34,951","41,532","26,708","26,525","36,659","16,961","61,464","48,207","34,747","5,570","19,760","29,818"
108041164,Port Macquarie - West,0.1,0,0.4,0.3,0.6,0.3,1.5,1.3,0.4,0.1,0.4,0.3,0.4,0.8,0.6,1,1.8,0.2,0.4,11.2,"10,142","73,697","38,355","93,808","36,053","44,633","21,221","9,762","31,598","40,547","24,870","24,968","37,221","17,946","58,808","35,489","32,962","5,022","17,956","28,669"
108041165,Port Macquarie Region,0.2,0,0.1,0.1,0.3,0.1,0.3,0.3,0.1,0,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0,0.1,3.1,"15,056","72,803","36,140","86,753","33,168","38,831","18,460","8,800","29,958","63,161","25,545","23,017","34,227","21,012","47,032","39,157","31,498","5,778","32,912","29,051"
108041166,Wauchope,0.1,0,0.3,0.1,0.6,0.3,0.7,0.6,0.3,0,0.3,0.2,0.3,0.4,0.4,0.6,1,0.1,0.3,7.2,"19,098","83,599","37,353","88,911","35,265","50,197","21,969","8,035","35,838","49,241","27,877","29,967","37,095","17,061","52,730","42,900","33,207","2,830","23,341","30,297"
108051167,Gloucester,0.1,0.1,0.2,0,0.1,0.1,0.3,0.3,0.1,0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0,0.1,2.5,"19,314","130,532","47,149","101,233","28,613","41,269","24,005","5,280","29,044","25,095","18,322","26,355","31,071","18,789","59,723","36,047","29,066","5,540","22,920","28,700"
108051168,Old Bar - Manning Point - Red Head,0.1,0.1,0.3,0,0.5,0.1,0.7,0.7,0.1,0,0.3,0.1,0.2,0.4,0.5,0.7,0.9,0.1,0.2,6.4,"17,286","128,153","44,303","69,098","37,000","33,714","18,656","6,158","58,438","51,721","25,885","24,480","36,404","21,695","67,284","50,380","32,940","4,642","22,500","29,800"
108051169,Taree,0.2,0,0.7,0.1,0.6,0.3,1.5,1,0.4,0.1,0.4,0.2,0.3,0.9,0.5,0.8,1.6,0.1,0.4,10.3,"14,381","67,429","42,978","73,159","37,570","34,535","23,673","8,534","34,724","24,975","17,250","28,344","30,225","17,629","49,322","43,052","37,946","4,868","26,321","29,236"
108051170,Taree Region,0.2,0.1,0.4,0,0.5,0.2,0.6,0.6,0.3,0,0.2,0.1,0.3,0.5,0.4,0.5,0.8,0.1,0.2,6.2,"17,867","85,540","39,571","59,353","35,075","39,687","21,046","11,831","40,000","27,273","21,084","22,115","34,001","20,000","60,198","41,548","33,946","5,956","28,662","29,804"
108051171,Wingham,0.1,0,0.3,0,0.2,0.1,0.3,0.2,0.1,0,0.1,0,0.1,0.2,0.1,0.2,0.4,0,0.1,2.9,"24,544","89,031","46,528","78,369","30,795","41,534","22,172","9,601","40,083","9,888","18,000","32,535","30,253","24,442","58,323","43,964","38,724","7,062","33,668","33,562"
109011172,Albury - East,0.1,0,0.9,0.1,0.8,0.4,1.4,1.1,0.5,0.1,0.4,0.2,0.6,0.7,1,1.4,1.8,0.2,0.4,12.3,"11,850","84,049","57,511","80,892","46,898","50,000","20,791","7,954","51,355","50,517","34,192","45,246","40,847","14,168","60,987","46,003","37,915","3,991","26,703","34,151"
109011173,Albury - North,0.1,0,0.6,0,0.5,0.2,0.9,0.8,0.3,0,0.2,0.1,0.3,0.5,0.5,0.6,1,0.1,0.2,7.2,"6,259","56,703","51,546","76,024","40,718","48,834","17,806","7,320","47,291","48,114","21,072","39,458","38,811","10,123","47,942","36,114","33,222","5,421","26,972","27,337"
109011174,Albury - South,0.1,0,0.5,0,0.4,0.2,0.7,0.8,0.2,0.1,0.3,0.1,0.4,0.5,0.6,0.8,1.1,0.1,0.2,7.5,"8,662","58,708","51,584","72,149","40,517","48,462","17,457","7,166","41,857","47,785","27,514","37,476","37,000","12,057","55,812","39,578","37,373","6,000","25,715","28,543"
109011175,Albury Region,1,0,0.5,0.1,0.5,0.3,0.7,0.6,0.5,0,0.2,0.1,0.4,0.4,0.6,0.8,0.8,0.1,0.2,8.2,"7,023","70,532","53,798","85,436","35,413","43,147","16,463","7,003","28,260","30,432","22,795","30,001","38,000","11,092","48,758","33,991","32,557","4,336","30,080","24,606"
109011176,Lavington,0.1,0,0.8,0.1,0.7,0.3,1.3,1.1,0.5,0,0.4,0.1,0.4,0.8,0.7,0.6,1.4,0.1,0.4,10,"6,564","80,939","55,167","67,465","37,096","43,344","23,157","8,164","48,483","33,661","23,079","25,936","29,187","12,465","35,970","34,509","31,276","5,033","24,110","26,718"
109021177,Hay,0.6,0,0.1,0,0.1,0,0.2,0.2,0.1,0,0.1,0,0.1,0.1,0.2,0.2,0.1,0,0,2.2,"8,443","32,211","20,008","89,163","28,134","26,619","15,076","5,747","23,765","27,479","19,147","7,352","27,282","14,720","66,951","47,978","34,723","4,519","13,533","17,880"
109021178,Wentworth - Buronga,2,0,0.2,0.1,0.3,0.3,0.3,0.4,0.2,0,0.1,0.1,0.1,0.5,0.3,0.3,0.4,0.1,0.1,6,"11,084","107,282","30,237","79,653","32,814","17,498","15,430","9,750","43,087","21,212","18,308","15,536","18,124","7,413","63,130","41,057","37,580","8,073","24,212","17,689"
109021179,Wentworth-Balranald Region,0.7,0,0.1,0,0.2,0.1,0.2,0.2,0.1,0,0,0,0.2,0.2,0.1,0.1,0.1,0,0,2.7,"15,002","50,679","26,479","42,398","26,844","16,460","21,069","11,182","18,012","5,609","15,069","8,725","28,818","8,519","38,675","27,709","28,903","3,716","21,739","19,127"
109031180,Corowa,0.3,0,0.5,0,0.2,0.1,0.4,0.4,0.2,0,0.1,0,0.2,0.2,0.2,0.2,0.3,0,0.1,3.7,"46,365","90,529","58,717","46,173","30,276","50,091","15,065","8,612","32,810","14,269","13,616","16,355","39,226","12,676","51,493","41,357","32,569","2,763","20,497","28,913"
109031181,Corowa Region,0.5,0,0.4,0,0.4,0.1,0.4,0.4,0.3,0,0.1,0.1,0.1,0.3,0.2,0.3,0.5,0,0.1,4.5,"12,298","69,892","50,710","71,914","38,354","41,472","17,860","9,596","38,601","19,240","20,153","19,295","39,306","13,052","46,399","27,500","34,665","4,637","26,953","25,858"
109031182,Deniliquin,0.6,0,0.3,0.1,0.3,0.2,0.6,0.5,0.2,0,0.2,0,0.2,0.2,0.3,0.4,0.6,0,0.1,5.2,"8,263","35,759","45,426","83,651","30,837","26,676","19,653","7,270","38,375","43,172","26,875","7,346","40,755","17,922","54,248","38,090","31,074","3,347","26,660","25,593"
109031183,Deniliquin Region,0.8,0,0.2,0,0.2,0.2,0.2,0.4,0.1,0,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0,0.1,3.6,"16,515","41,549","32,538","74,250","27,529","20,020","18,897","13,150","18,353","25,165","22,898","13,988","26,408","15,000","57,643","24,377","26,498","4,800","20,499","21,054"
109031184,Moama,0.2,0,0.3,0,0.3,0.1,0.4,0.7,0.1,0,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0,0.1,4.3,"11,706","77,475","43,867","64,475","32,443","29,344","18,926","9,391","36,134","3,051","22,715","28,451","23,623","14,292","60,157","32,588","39,861","5,072","17,932","26,670"
109031185,Tocumwal - Finley - Jerilderie,0.9,0,0.4,0,0.3,0.3,0.5,0.7,0.3,0,0.2,0.1,0.2,0.3,0.4,0.4,0.6,0.1,0.2,6.2,"10,486","91,672","46,892","76,656","31,618","35,374","19,199","11,499","36,368","12,720","14,902","8,279","30,454","6,832","51,960","41,022","28,818","3,380","24,698","22,474"
110011186,Armidale,0.8,0.1,0.3,0.1,0.7,0.3,1.6,1.5,0.3,0.1,0.4,0.2,0.8,0.8,0.9,3.8,1.9,0.1,0.5,15.8,"10,808","82,644","25,243","63,437","37,633","35,146","17,000","7,926","36,544","50,009","36,653","24,429","37,723","12,956","59,902","39,259","29,550","7,447","25,490","26,381"
110011187,Armidale Region - North,0.6,0,0.1,0,0.1,0.1,0.2,0.1,0.1,0,0.1,0,0.1,0.1,0.1,0.6,0.2,0,0.1,2.8,"12,880","57,410","20,030","65,649","22,136","26,114","15,482","6,361","27,235","82,856","18,331","7,390","23,357","14,246","24,138","25,665","30,541","4,762","21,450","22,682"
110011188,Armidale Region - South,0.4,0,0.1,0,0.2,0.1,0.3,0.3,0.1,0,0.1,0,0.2,0.2,0.3,0.7,0.4,0,0.1,3.8,"7,000","111,127","39,003","73,392","34,965","39,784","15,921","6,294","30,259","51,545","35,886","22,534","35,169","14,389","55,913","47,427","35,136","3,419","29,220","26,337"
110011189,Walcha,0.6,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0.1,0.1,0.1,0.2,0.1,0,0.1,2,"8,286","105,160","25,350","82,180","27,840","36,774","13,920","4,639","35,897","42,527","28,492","23,635","25,546","16,432","46,395","38,911","32,772","3,239","40,306","19,237"
110021190,Glen Innes,0.6,0,0.1,0,0.2,0.1,0.5,0.4,0.1,0,0.2,0.1,0.1,0.2,0.5,0.4,0.4,0,0.4,4.7,"8,034","57,443","28,464","78,277","22,619","23,394","15,702","6,964","28,608","59,407","17,537","15,657","36,488","17,626","59,650","38,223","34,137","6,188","7,461","20,893"
110021191,Inverell,0.2,0.1,1,0.1,0.4,0.2,0.9,0.6,0.1,0.1,0.2,0.1,0.2,0.4,0.4,0.6,1,0,0.2,7,"7,441","52,843","51,969","94,664","30,068","43,549","26,461","7,436","30,709","25,491","28,900","19,306","41,792","15,621","56,646","49,090","35,392","5,230","18,800","30,719"
110021192,Inverell Region - East,0.4,0,0.2,0,0.1,0.1,0.2,0.2,0.1,0,0.1,0,0.1,0.1,0.1,0.2,0.3,0,0.1,2.5,"10,439","63,454","48,503","79,758","26,072","24,673","20,678","7,613","22,291","18,866","33,216","9,160","40,114","9,493","56,627","32,802","34,543","5,542","16,868","23,535"
110021193,Inverell Region - West,0.4,0,0.1,0,0.2,0.1,0.3,0.2,0.1,0,0.1,0,0.1,0.1,0.3,0.3,0.3,0,0.1,2.8,"10,516","64,582","46,845","103,998","22,369","41,188","12,435","7,970","17,602","13,082","26,472","22,794","32,088","19,965","51,285","47,056","28,436","3,266","31,087","24,895"
110021194,Tenterfield,0.4,0,0.1,0,0.2,0,0.3,0.3,0.1,0,0.1,0,0.1,0.4,0.3,0.3,0.3,0,0.1,3.4,"9,630","68,729","20,608","83,015","25,907","24,263","17,005","6,820","36,509","50,040","16,478","38,393","31,086","14,130","60,926","34,979","35,287","12,663","9,755","20,000"
110031195,Moree,0.5,0,0.1,0.1,0.4,0.2,0.6,0.6,0.2,0,0.1,0.1,0.2,0.2,0.5,0.5,0.6,0.1,0.1,5.5,"26,494","84,751","45,487","89,830","35,604","51,765","21,109","7,357","33,149","50,711","37,130","39,328","44,863","7,110","54,105","54,448","22,173","14,687","31,592","29,379"
110031196,Moree Region,0.8,0,0.1,0,0.2,0.2,0.2,0.2,0.1,0,0.1,0,0.1,0.2,0.1,0.2,0.2,0,0.1,3,"23,292","107,971","34,248","72,736","25,681","42,650","16,278","6,399","27,996","89,999","42,511","12,133","17,588","6,927","57,007","36,056","23,606","3,825","6,586","22,831"
110031197,Narrabri,0.3,0.3,0.2,0.1,0.3,0.2,0.5,0.5,0.2,0,0.1,0.1,0.3,0.3,0.4,0.4,0.5,0,0.2,4.9,"20,010","121,383","36,452","57,199","40,588","37,675","20,200","7,739","33,278","36,682","29,567","21,880","47,079","17,606","58,032","42,732","35,422","22,308","27,828","32,352"
110031198,Narrabri Region,0.7,0.1,0.1,0,0.1,0.1,0.2,0.2,0.1,0,0.1,0,0.1,0.1,0.2,0.3,0.2,0,0.1,2.9,"23,250","124,281","33,704","62,380","27,600","40,334","24,382","4,767","29,199","30,002","27,728","12,166","32,505","20,323","38,090","29,810","34,622","5,438","15,546","27,034"
110041199,Gunnedah,0.2,0.7,0.3,0,0.3,0.2,0.6,0.7,0.2,0,0.2,0.1,0.2,0.6,0.3,0.5,0.6,0.1,0.3,6.3,"14,846","122,728","49,891","82,111","36,288","59,899","26,339","6,913","43,045","48,221","20,352","23,772","38,091","22,651","57,874","49,335","32,151","1,784","33,187","36,444"
110041200,Gunnedah Region,0.4,0.2,0.1,0,0.1,0.1,0.2,0.2,0.1,0,0.1,0.1,0.1,0.3,0.1,0.2,0.2,0,0.1,2.7,"24,248","118,370","48,416","64,870","25,628","49,865","16,702","6,948","40,322","21,343","24,504","34,395","29,287","21,918","59,538","30,336","34,372","2,736","30,609","30,456"
110041201,Quirindi,0.5,0.1,0.2,0,0.2,0.2,0.4,0.3,0.3,0,0.1,0.1,0.1,0.4,0.3,0.4,0.4,0.1,0.1,4.5,"17,825","100,491","34,545","61,086","33,328","39,630","16,523","6,207","49,436","20,137","21,866","17,956","31,169","14,160","45,910","33,711","35,960","1,434","27,255","28,558"
110041202,Tamworth - East,0.2,0.1,1.3,0.1,0.9,0.5,1.6,1.6,0.6,0.1,0.4,0.2,0.5,1.2,0.9,1.5,1.5,0.1,0.5,14.5,"10,902","95,294","51,476","90,191","39,988","44,492","21,397","7,539","48,704","54,380","30,986","37,591","38,722","13,214","57,983","36,560","35,561","4,500","26,999","30,574"
110041203,Tamworth - North,0.2,0.1,0.9,0.1,0.6,0.3,1.1,1.1,0.4,0.1,0.3,0.2,0.5,0.9,0.7,1.1,1.5,0.1,0.4,11.2,"13,948","113,383","54,442","89,218","38,579","49,485","18,738","8,040","38,442","48,263","37,617","33,750","42,692","14,234","60,453","43,547","37,515","5,695","23,249","33,134"
110041204,Tamworth - West,0.1,0,0.6,0,0.2,0.1,0.5,0.4,0.2,0,0.1,0,0.1,0.5,0.2,0.3,0.4,0,0.1,3.9,"10,274","73,527","51,045","67,857","28,995","37,190","20,637","6,913","36,926","52,901","26,069","15,706","29,893","12,671","46,002","11,589","38,109","5,885","31,134","25,166"
110041205,Tamworth Region,0.8,0.2,0.8,0.1,0.8,0.5,1.1,0.9,0.6,0.1,0.4,0.2,0.5,0.8,0.8,1.2,1.2,0.1,0.4,12.1,"15,584","117,854","50,964","91,226","37,653","40,296","19,966","6,340","40,849","33,145","33,980","31,229","35,362","14,245","61,856","48,326","35,925","6,948","27,420","32,545"
111011206,Belmont - Bennetts Green,0,0.2,0.7,0.1,1.2,0.3,1.2,1.1,0.4,0.1,0.5,0.2,0.7,0.9,0.7,1,1.5,0.1,0.4,11.8,"5,827","114,574","58,226","110,558","43,843","53,965","21,093","7,984","64,155","46,640","38,650","30,923","44,545","19,692","62,604","37,899","36,250","5,123","32,035","34,816"
111011207,Belmont South - Blacksmiths,0,0.1,0.2,0,0.4,0.1,0.4,0.3,0.1,0,0.2,0.1,0.2,0.3,0.2,0.3,0.5,0,0.1,3.6,"17,706","108,067","55,726","114,447","39,798","44,307","22,908","8,714","68,934","65,725","31,866","26,355","28,836","17,557","52,059","45,096","33,615","6,136","17,854","32,995"
111011208,Charlestown - Dudley,0,0.3,0.8,0.2,1.3,0.5,1.6,1.5,0.5,0.1,0.8,0.3,1.3,1.5,1.1,1.7,2.5,0.3,0.5,17.6,"4,194","115,302","56,156","104,371","42,394","50,728","21,959","8,806","71,452","37,334","41,490","40,358","48,001","18,484","66,678","44,707","36,194","8,274","27,502","36,013"
111011209,Glendale - Cardiff - Hillsborough,0,0.3,1,0.2,1.2,0.6,1.7,1.4,0.6,0.1,0.8,0.3,1,1.4,1,1.6,2.4,0.2,0.6,17.2,"6,555","116,300","62,053","102,235","42,046","53,000","22,465","7,542","64,220","47,153","41,931","31,544","48,751","18,618","59,399","44,639","38,158","9,724","34,399","37,107"
111011210,Mount Hutton - Windale,0,0.1,0.3,0,0.4,0.2,0.6,0.5,0.2,0,0.2,0.1,0.2,0.5,0.3,0.4,0.9,0.1,0.2,5.4,"20,000","96,141","52,135","79,508","48,285","49,274","22,695","8,718","50,509","52,233","42,401","31,261","37,800","16,904","51,986","47,564","35,724","8,349","26,331","32,865"
111011211,Redhead,0,0,0.1,0,0.2,0.1,0.1,0.2,0.1,0,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0,0.1,2.4,"3,590","136,328","57,889","111,661","40,000","44,952","17,798","5,610","87,303","11,512","40,192","32,998","45,806","12,508","69,650","46,125","31,961","5,769","21,259","34,212"
111011212,Swansea - Caves Beach,0,0.2,0.4,0.1,0.7,0.2,0.7,0.6,0.2,0.1,0.4,0.1,0.4,0.6,0.5,0.7,0.9,0.1,0.2,7.5,"16,209","119,322","62,099","104,149","40,274","48,928","21,860","8,666","64,001","44,436","35,199","31,843","46,728","18,840","56,149","46,476","33,680","10,273","24,884","34,732"
111011213,Valentine - Eleebana,0,0.2,0.4,0.1,0.6,0.3,0.8,0.6,0.2,0.1,0.4,0.2,0.6,0.6,0.5,1,1.1,0.1,0.2,8.6,"47,339","138,137","66,382","116,812","47,596","58,765","18,891","5,377","72,580","25,718","45,674","39,690","52,619","23,416","64,862","45,576","36,489","10,665","23,954","38,262"
111011214,Warners Bay - Boolaroo,0,0.2,0.5,0.1,0.7,0.3,1,0.8,0.3,0,0.5,0.2,0.6,0.8,0.7,0.9,1.4,0.1,0.3,9.9,"27,046","136,941","67,228","108,926","44,299","49,340","19,938","7,063","59,328","38,652","35,673","42,516","44,989","17,959","69,533","46,881","40,873","9,210","27,623","37,725"
111021215,Bolton Point - Teralba,0,0.1,0.4,0.1,0.5,0.2,0.6,0.5,0.2,0,0.2,0.1,0.3,0.6,0.4,0.5,0.9,0.1,0.2,6.2,"15,866","120,587","55,096","86,381","44,838","44,958","22,226","8,549","54,514","32,110","30,977","26,808","43,264","18,201","50,781","40,007","36,430","4,909","27,908","32,918"
111021216,Bonnells Bay - Silverwater,0,0.1,0.4,0.1,0.6,0.2,0.6,0.4,0.2,0.1,0.2,0.1,0.3,0.5,0.4,0.5,0.9,0.1,0.3,6.1,"23,248","127,927","46,759","110,236","38,860","53,429","22,002","8,427","62,885","42,392","28,046","32,926","41,175","14,771","52,075","34,420","30,136","7,354","23,919","31,952"
111021217,Edgeworth - Cameron Park,0,0.3,0.8,0.1,0.8,0.5,1.3,0.9,0.4,0,0.5,0.2,0.5,1.1,0.6,0.7,1.6,0.1,0.4,11.3,"10,179","117,130","63,748","93,449","49,304","47,996","25,158","7,814","56,974","74,145","41,713","34,595","42,927","18,836","60,488","41,066","38,988","6,764","34,067","37,801"
111021218,Morisset - Cooranbong,0.1,0.1,0.7,0.1,1,0.3,0.9,0.7,0.4,0.1,0.5,0.2,0.5,0.9,0.6,0.9,1.7,0.1,0.5,10.7,"20,120","114,467","48,114","92,450","38,178","47,608","23,439","8,182","61,003","25,342","18,654","23,029","31,898","14,279","48,217","30,433","25,399","12,875","22,576","28,476"
111021219,Toronto - Awaba,0,0.2,0.5,0.1,0.7,0.3,0.8,0.7,0.3,0,0.3,0.2,0.5,0.8,0.5,0.7,1.1,0.1,0.3,8.4,"31,721","115,192","53,453","88,534","39,960","49,593","21,630","7,550","61,974","16,232","29,337","40,860","42,192","17,832","49,964","40,707","32,617","10,070","30,273","32,682"
